text,clean_text,sentiment,intent,topic
"Hey @united why does the flight from IAH to POS leave so Late Flight, and the one back to IAH so early? I rather get to POS earlier","Hey why does the flight from IAH to POS leave so Late Flight, and the one back to IAH so early? I rather get to POS earlier",Negative,Support,Flight Change
@united Lost bag process is broken. Agent promised they'd call &amp; hold my bag when found. Now they're waking me at 3am w/ delivery. #fail,Lost bag process is broken. Agent promised theyd call amp hold my bag when found. Now theyre waking me at 3am w delivery.,Negative,Complaint,Baggage Issues
@united the people at the counter have been very helpful. As you can see nobody is there. Flight to Austin 10:55 and still sitting here.,the people at the counter have been very helpful. As you can see nobody is there. Flight to Austin 1055 and still sitting here.,Positive,Seating,Flight Seating
@united unfortunately still on the Tarmac at @fly2ohare and definitely missing my ride from @flypdx #GonnaBeALongNight,unfortunately still on the Tarmac at and definitely missing my ride from,Negative,Cancellation,Flight Delay
“@united: @Darquenloveli We regret to hear this. Please let us know if you need assistance. ^KN” I was finally able to secure my seat. Thx,We regret to hear this. Please let us know if you need assistance. KN I was finally able to secure my seat. Thx,Negative,Seating,Feedback
@united what time does check in open for flight no UA80 from Manchester to Newark today ?,what time does check in open for flight no UA80 from Manchester to Newark today ?,Negative,Check-in,Flight Check-in
"@united good to know you will open the closed doors for ""premier passengers"" after safety briefings on delayed flights. #annoyed.",good to know you will open the closed doors for premier passengers after safety briefings on delayed flights. .,Positive,Safety,Flight Delay
@united DM sent,DM sent,Negative,Feedback,Feedback
@united yea get me to phoenix already. Delays all day with you people. It's bullshit.,yea get me to phoenix already. Delays all day with you people. Its bullshit.,Negative,Complaint,Complaints
"@united If it's any consolation, your staff was stellar. Just not the hour+ delays I encountered with every one of my 4 flights.","If its any consolation, your staff was stellar. Just not the hour delays I encountered with every one of my 4 flights.",Positive,Complaint,Flight Delay
"@united flight ua3576, gate b1. And tell ray I somehow made it on to the 736 flight out of IAH and didn't have to wait for the 917 one. :)","flight ua3576, gate b1. And tell ray I somehow made it on to the 736 flight out of IAH and didnt have to wait for the 917 one.",Positive,Change,Flight Change
@united that's unfortunate. The @Tumitravel was an xmas gift and it looks like a razor ripped right through the front pocket in the picture,thats unfortunate. The was an xmas gift and it looks like a razor ripped right through the front pocket in the picture,Negative,Complaint,Feedback
@united But thanks for asking,But thanks for asking,Positive,Inquiry,Feedback
@united Lost bags. Cancelled Flightled flights. Delhi call centers. Poor United staff spread thin and stressed. You name it.,Lost bags. Cancelled Flightled flights. Delhi call centers. Poor United staff spread thin and stressed. You name it.,Negative,Cancellation,Flight Cancellation
@united Yes. Doesn't make that mistake any less absurd. Doesn't change the fact that I'm very inconveniently missing my luggage tonight.,Yes. Doesnt make that mistake any less absurd. Doesnt change the fact that Im very inconveniently missing my luggage tonight.,Negative,Complaint,Baggage Issues
@united I'm constantly having challenges with upgrades &amp; charges. In order to prevent DVT I have to pay an addtl $180 http://t.co/xC6jQ70r7B,Im constantly having challenges with upgrades amp charges. In order to prevent DVT I have to pay an addtl 180,Negative,Upgrade,Complaints
"@united In ORD, waited 20 min after crew members left before gate items came. Flight attendant sarcastically said good luck and walked away.","In ORD, waited 20 min after crew members left before gate items came. Flight attendant sarcastically said good luck and walked away.",Negative,Change,Flight Delay
"@united Follow me back, please, and I'll happily DM you the link because I'd rather not share my travel plans publicly.","Follow me back, please, and Ill happily DM you the link because Id rather not share my travel plans publicly.",Positive,Information,Feedback
@united you too!,you too!,Positive,Change,Feedback
@united is my favorite airline.,is my favorite airline.,Positive,Safety,Flight Seating
@united seriously #fail on making strangers share a room,seriously on making strangers share a room,Negative,Change,Feedback
@united @luke_mcintosh68 nah you wouldn't,nah you wouldnt,Negative,Change,Feedback
@united we needed them here asap. Will they make it on today's flight?,we needed them here asap. Will they make it on todays flight?,Positive,Change,Flight Status
@united agent split up my reservation? Now can't Cancelled Flight and refund credit for 2wks? Why,agent split up my reservation? Now cant Cancelled Flight and refund credit for 2wks? Why,Negative,Cancellation,Flight Cancellation
@united Our vacation's going to be ruined w/ 3 days of rain. : ( The change fee for 2 of us is nearly cost of original flight. Can you help?,Our vacations going to be ruined w 3 days of rain. The change fee for 2 of us is nearly cost of original flight. Can you help?,Negative,Change,Flight Change
@united I sent the message. Let me know ASAP.,I sent the message. Let me know ASAP.,Positive,Information,Feedback
@united why would they make me share a room?,why would they make me share a room?,Negative,Complaint,Complaints
"@united tried calling too, but w/25 min phn wait means we'd miss options anyway","tried calling too, but w25 min phn wait means wed miss options anyway",Negative,Information,Feedback
@united can you ask your guys with flight 1146 to BWI to wait for us to get off a delayed flight from San Diego? Pretty please?,can you ask your guys with flight 1146 to BWI to wait for us to get off a delayed flight from San Diego? Pretty please?,Positive,Reschedule,Flight Delay
@united we're still waiting to find out your rep is working hard - most upset about having to wait to tomorrow pm to get to mammoth,were still waiting to find out your rep is working hard most upset about having to wait to tomorrow pm to get to mammoth,Negative,Reschedule,Feedback
"@united for an early flt, I think a call is appropriate. Yes, reviewed and nada avail until next day. Expect full refund","for an early flt, I think a call is appropriate. Yes, reviewed and nada avail until next day. Expect full refund",Positive,Refund,Flight Reschedule
"@united i understand, thanks","i understand, thanks",Positive,Information,Feedback
"@united again I ask, who can I call to get this fixed? Tweeting me BS questions to stall only makes things worse. Phone number please.","again I ask, who can I call to get this fixed? Tweeting me BS questions to stall only makes things worse. Phone number please.",Negative,Inquiry,General Inquiry
@united Yo yo yo stuck on the tarmac for over 2 hours at @fly2ohare ... Going to miss my ride at @flypdx help please! #HelpImStuck #United,Yo yo yo stuck on the tarmac for over 2 hours at ... Going to miss my ride at help please!,Negative,Complaint,Flight Delay
@united it's highly unprofessional for you to overbook a flight by 12 seats &amp;feel that I should rearrange my schedule for your mismanagement,its highly unprofessional for you to overbook a flight by 12 seats ampfeel that I should rearrange my schedule for your mismanagement,Negative,Reschedule,Flight Seating
"@united well, considering every agent before claimed they were unable to help with everything else, why waste more time to hear 'call corp'","well, considering every agent before claimed they were unable to help with everything else, why waste more time to hear call corp",Negative,Change,Feedback
@united man I can't wait to book my ticket now! Thanks JP you're a life sabe,man I cant wait to book my ticket now! Thanks JP youre a life sabe,Positive,Booking,Flight Booking
"@united Ice, which I totally understand. But when a large number of us are facing 15+ hours of time and overnight Cancelled Flightations it seems like","Ice, which I totally understand. But when a large number of us are facing 15 hours of time and overnight Cancelled Flightations it seems like",Negative,Cancellation,Flight Cancellation
@united flt 1249 Cancelled Flightled and I get email @3:30 AM? What happened to courtesy phn call? Had to book diff airline &amp; city,flt 1249 Cancelled Flightled and I get email 30 AM? What happened to courtesy phn call? Had to book diff airline amp city,Negative,Cancellation,Flight Cancellation
"@united tag numbers 0016 964012, 0016 964077, 0016 964078 - let's find these bags.","tag numbers 0016 964012, 0016 964077, 0016 964078 lets find these bags.",Negative,Information,Suggestions
"@united better train your support staff with appropriate decorum, consider revisiting your terrible ""provide a death certificate' policy","better train your support staff with appropriate decorum, consider revisiting your terrible provide a death certificate policy",Negative,Support,Suggestions
@united Well the bar is set low! You guys are really good at the apology game! What will change? When will u guys learn?,Well the bar is set low! You guys are really good at the apology game! What will change? When will u guys learn?,Negative,Change,Feedback
"@united My post was just more of disappointment.  I'm a frequent United flyer, it was a simple ??.  1 bad apple doesn't spoil the bunch.","My post was just more of disappointment. Im a frequent United flyer, it was a simple ??. 1 bad apple doesnt spoil the bunch.",Negative,Complaint,Complaints
@united you guys continue to impress me in Houston. http://t.co/cIh1qNllcM,you guys continue to impress me in Houston.,Positive,Feedback,Feedback
@United I have no way of making phones calls... Need to handle via Twitter/email/web. Thank you!,I have no way of making phones calls... Need to handle via Twitteremailweb. Thank you!,Negative,Change,Feedback
@united Please help... I am in Ethiopia adopting a two year old child. Have an existing confirmation #. Need to add child to reservation.,Please help... I am in Ethiopia adopting a two year old child. Have an existing confirmation . Need to add child to reservation.,Positive,Reschedule,Feedback
"@united question:are there onboad 110 volt outlets in all planes? If so, where?","questionare there onboad 110 volt outlets in all planes? If so, where?",Neutral,Inquiry,Suggestions
@united Your website deserves a new design. #html5 FTW!,Your website deserves a new design. FTW!,Positive,Change,Feedback
@united thanks for effing up our holidays - we're missing a full day of skiing due to your baggage team's incompetence at @FlyYOW,thanks for effing up our holidays were missing a full day of skiing due to your baggage teams incompetence at,Negative,Complaint,Baggage Issues
@united Twitter isn't letting me DM you..,Twitter isnt letting me DM you..,Negative,Information,Feedback
@united I hope so too,I hope so too,Positive,Change,Feedback
@united agent helps the person in front of me.  Finishes up with them and then walks away.  The guy behind me is as shocked as I am.,agent helps the person in front of me. Finishes up with them and then walks away. The guy behind me is as shocked as I am.,Positive,Support,Feedback
@united Connection at ORD was on the exact same plane again. Checked carry-on was apparently taken off &amp; left in Chicago. Pretty ridiculous.,Connection at ORD was on the exact same plane again. Checked carryon was apparently taken off amp left in Chicago. Pretty ridiculous.,Negative,Change,Flight Change
@united Not encouraged that I'll have my CPAP tonight.,Not encouraged that Ill have my CPAP tonight.,Negative,Complaint,Complaints
@united Yes. Did file a claim as soon as the carousel stopped without my bag on it. Got an email that its found but not sched for delivery,Yes. Did file a claim as soon as the carousel stopped without my bag on it. Got an email that its found but not sched for delivery,Positive,Complaint,Baggage Issues
@United an idea: monitor mileage members travel patterns enough to know when they change jobs/lose status...and make the transition easier.,an idea monitor mileage members travel patterns enough to know when they change jobslose status...and make the transition easier.,Positive,Change,Suggestions
@united  Delay DEN-CLE because they have to manually enter baggage tags? Really? Worst cust service day for this 1ker. #friendlyskies??,Delay DENCLE because they have to manually enter baggage tags? Really? Worst cust service day for this 1ker. ??,Negative,Complaint,Customer Service
"@united Why tell us flight is delayed, then tell us it's on time again with 20 min to spare? Don't say it's delayed unless you're sure!","Why tell us flight is delayed, then tell us its on time again with 20 min to spare? Dont say its delayed unless youre sure!",Negative,Change,Flight Delay
"@united yes in Lusaka, Zambia. My guess is the bags never made the plane at IAD.","yes in Lusaka, Zambia. My guess is the bags never made the plane at IAD.",Positive,Cancellation,Baggage Issues
@united where is my flight voucher?,where is my flight voucher?,Negative,Complaint,Flight Discounts
"@united Late Flight to Denver, Late Flight to Newark...let's not even get into the disaster that was checking bags. Unacceptable.","Late Flight to Denver, Late Flight to Newark...lets not even get into the disaster that was checking bags. Unacceptable.",Negative,Cancellation,Baggage Issues
@united has once again let me down. Don't think I've ever flown with them and not had problems. Worst airline period.,has once again let me down. Dont think Ive ever flown with them and not had problems. Worst airline period.,Negative,Complaint,Feedback
@united yes I filed a claim &amp; hope to receive by luggage by 2am. Ridiculous as I had to purchase items to go to sleep &amp; no reimbursement.,yes I filed a claim amp hope to receive by luggage by 2am. Ridiculous as I had to purchase items to go to sleep amp no reimbursement.,Positive,Complaint,Baggage Issues
@united UA938 ORD-LHR.  bags are being loaded 30min Late Flight. Frigid air into cabin! Plane feels like falling apart! Upgrade long haul fleet!,UA938 ORDLHR. bags are being loaded 30min Late Flight. Frigid air into cabin! Plane feels like falling apart! Upgrade long haul fleet!,Negative,Upgrade,Flight Delay
"@united Flight attendant never served me my beverage (tea), and not once checked up on me. What gives? #ua6076 #notcool","Flight attendant never served me my beverage tea, and not once checked up on me. What gives?",Negative,Change,Complaints
@united load balancing system apparently down #systemwide - major impact on all #united airlines flights. Was this a #cyberattack?,load balancing system apparently down major impact on all airlines flights. Was this a ?,Negative,Change,Flight Status
@united After our unscheduled refueling stop and missing 2 connecting flights we r home n looking 4ward to our bed and a big PB&amp;J sandwich.,After our unscheduled refueling stop and missing 2 connecting flights we r home n looking 4ward to our bed and a big PBampJ sandwich.,Negative,Cancellation,Flight Cancellation
@united @AmericanAir spent hundreds to rectify the situation and you guys go quiet,spent hundreds to rectify the situation and you guys go quiet,Negative,Change,Complaints
@united UA276 sitting at EWR nearly an hour after sked.  Pilot says computers down but no clue when we will leave.  Can you help?,UA276 sitting at EWR nearly an hour after sked. Pilot says computers down but no clue when we will leave. Can you help?,Negative,Seating,Flight Status
@united @AmericanAir so that's it? It just ends there? Come on! I traveled for literally an extra day and a half because of this!,so thats it? It just ends there? Come on! I traveled for literally an extra day and a half because of this!,Negative,Complaint,Complaints
@united Made the upgrade list. Will fly 1st tomorrow (for 40 min) for the first time ever! 🙌 #StatusMatchPaidOff http://t.co/ATfRKp6goY,Made the upgrade list. Will fly 1st tomorrow for 40 min for the first time ever!,Positive,Upgrade,Flight Upgrade
"@united not just refunded, but for those of us who are on vacation to get a free room night to make up for making us sleep in DIA","not just refunded, but for those of us who are on vacation to get a free room night to make up for making us sleep in DIA",Positive,Refund,Feedback
@united Thanks for the reminder. It's been a fun ride. http://t.co/pPVA4Rch9f,Thanks for the reminder. Its been a fun ride.,Positive,Feedback,Feedback
@united I received my luggage that also looked to be left in the snow when I arrived. I'm asking for all 50 people to be refunded.,I received my luggage that also looked to be left in the snow when I arrived. Im asking for all 50 people to be refunded.,Negative,Refund,Refund Request
@united updated A320 aircraft has wifi and device entertainment but no outlets. I don't get it. How can I charge devices?,updated A320 aircraft has wifi and device entertainment but no outlets. I dont get it. How can I charge devices?,Negative,Change,Flight Amenities
@united was no one between the scan and inside the plane. I just asked the people in line around me where the plane was going,was no one between the scan and inside the plane. I just asked the people in line around me where the plane was going,Negative,Change,Flight Security
"@united 5 gate changes, two delays.  Even the crew thinks the airline sucks","5 gate changes, two delays. Even the crew thinks the airline sucks",Negative,Change,Flight Change
@united I'm very frustrated and have wasted 2 days now due to your equipment failures.,Im very frustrated and have wasted 2 days now due to your equipment failures.,Negative,Complaint,Complaints
@united computers are down but you stopped giving updates and took my flight info off the app. That's just ridiculous keep people updated!,computers are down but you stopped giving updates and took my flight info off the app. Thats just ridiculous keep people updated!,Negative,Complaint,Flight Status
"@united Soooo, it's been 15 days and you've offered no response. So I assume poor treatment by gate agents is the norm now?","Soooo, its been 15 days and youve offered no response. So I assume poor treatment by gate agents is the norm now?",Negative,Boarding,Complaints
@united Terrific. Many thanks. Looking forward to being back on UA tomorrow. Had a great flight up to Vancouver.,Terrific. Many thanks. Looking forward to being back on UA tomorrow. Had a great flight up to Vancouver.,Positive,Change,Feedback
@united Calls to 800# resulted in 2hrs of hold time &amp; 2day wait to check suspect code share fare. Nothing investigated—my time wasted (2/2),Calls to 800 resulted in 2hrs of hold time amp 2day wait to check suspect code share fare. Nothing investigatedmy time wasted 22,Negative,Information,Complaints
"@united It's taken ~3 weeks for Cust Care to respond to Case #8477733, requesting a refund for wi-fi not working. Where can I get an update?","Its taken 3 weeks for Cust Care to respond to Case , requesting a refund for wifi not working. Where can I get an update?",Negative,Refund,Refund Request
@united I appreciate your efforts getting me home!,I appreciate your efforts getting me home!,Positive,Feedback,Feedback
@united That's correct—I've spent hours trying to book online only to receive an error when clicking final purchase button. (1/2),Thats correctIve spent hours trying to book online only to receive an error when clicking final purchase button. 12,Negative,Booking,Complaints
@united Today was not your finest. All could have been prevented by one gate agent advising 200 passengers.,Today was not your finest. All could have been prevented by one gate agent advising 200 passengers.,Negative,Boarding,Flight Boarding
@united  what is the real deal with the delay on flight UA 1032 from Denver to Vegas?,what is the real deal with the delay on flight UA 1032 from Denver to Vegas?,Negative,Inquiry,Flight Delay
@united UA63 from Madrid arrived no agent mass confusion we sent to and fro by 3 UA employees. MaryJo was rude and unhelpful.,UA63 from Madrid arrived no agent mass confusion we sent to and fro by 3 UA employees. MaryJo was rude and unhelpful.,Negative,Change,Customer Service
@united system failure again = bad trend.  Software projects are like flying an airplane; there's no such thing as an emergency takeoff.,system failure again bad trend. Software projects are like flying an airplane theres no such thing as an emergency takeoff.,Negative,Change,Flight Boarding
@united lots of reports of system failures delaying flights over the last week. Currently sitting on the tarmac at OGG for over an hour.,lots of reports of system failures delaying flights over the last week. Currently sitting on the tarmac at OGG for over an hour.,Negative,Change,Flight Delay
"@united rebooting Chicago dispatch system, need @pivotalcf as I'm tired of sitting on planes","rebooting Chicago dispatch system, need as Im tired of sitting on planes",Negative,Change,Flight Seating
"@united despite shaky connections, looks like I'll get home tonight. Great job, @united - was touch and go for a while..","despite shaky connections, looks like Ill get home tonight. Great job, was touch and go for a while..",Positive,Change,Flight Reschedule
"@united http://t.co/hj5kq82Chn, however, is completely under your control—the price was and still is displayed on http://t.co/hj5kq82Chn.","however, is completely under your controlthe price was and still is displayed on",Positive,Change,Feedback
@united the aircraft closest to gate was for the other flight and the one closest to our gate was going to Chicago.,the aircraft closest to gate was for the other flight and the one closest to our gate was going to Chicago.,Negative,Change,Flight Status
@united can you tell me how to file a claim for clothing that had to be purchased?,can you tell me how to file a claim for clothing that had to be purchased?,Negative,Information,Suggestions
@united comically on the return flight from ASE there were two United flights boarding at adjacent gates and not clear which plane to board,comically on the return flight from ASE there were two United flights boarding at adjacent gates and not clear which plane to board,Negative,Boarding,Flight Boarding
@united GRK13575M is the file reference,GRK13575M is the file reference,Positive,Information,General Inquiry
@united we would...how do I contact you to discuss? A few poor experiences with customer service but would give it a shot!,we would...how do I contact you to discuss? A few poor experiences with customer service but would give it a shot!,Negative,Complaint,Customer Service
"@united UA 746. Pacific Rim and Date Night cut out. Not constantly or randomly, but one spot, repeatably.","UA 746. Pacific Rim and Date Night cut out. Not constantly or randomly, but one spot, repeatably.",Negative,Reschedule,Flight Reschedule
@united Been trying since 1230 to file a report.,Been trying since 1230 to file a report.,Negative,Information,Complaints
@united I send an email about my bad experience and you send back a generic response.  Yet another reason why I'll never fly with you again.,I send an email about my bad experience and you send back a generic response. Yet another reason why Ill never fly with you again.,Negative,Complaint,General Inquiry
@united My mom left her Kindle on flight 1544 today. Burgundy case with a light. Seat 27D. Did anyone find it?,My mom left her Kindle on flight 1544 today. Burgundy case with a light. Seat 27D. Did anyone find it?,Neutral,Seating,Flight Seating
@united here is the ticket # 0162424965446 please refund my unnecessary upgrade fee,here is the ticket 0162424965446 please refund my unnecessary upgrade fee,Negative,Refund,Refund Request
"@united is horrible!! They lost our carseat and expect us to use a loner carseat, safety regulations say it's illegal to use a used car seat","is horrible!! They lost our carseat and expect us to use a loner carseat, safety regulations say its illegal to use a used car seat",Negative,Complaint,Complaints
@united thank you.,thank you.,Positive,Feedback,Feedback
Decisions Decisions @MandarinJourney @united:  We'd love for you to try our service. We offer status match too. http://t.co/xbQqqbRgVF ^KP”,Decisions Decisions Wed love for you to try our service. We offer status match too. KP,Positive,Loyalty Programs,Customer Service
Need more info on that! @united: @momsgoodeats We have great amenity kits. PJ's not included. We status match AA. ^KP”,Need more info on that! We have great amenity kits. PJs not included. We status match AA. KP,Positive,Amenities,Feedback
"@united: I don't care that a @thehipmunk link showed me a ""wrong"" price on your site—it's your site &amp; responsibility to ensure correctness.",I dont care that a link showed me a wrong price on your siteits your site amp responsibility to ensure correctness.,Negative,Complaint,Feedback
@united Do you have any flights with lie flat seating from STL to PDX around the date of March 5?,Do you have any flights with lie flat seating from STL to PDX around the date of March 5?,Positive,Inquiry,Flight Seating
"@united He needs to get to home the 24th, they're telling him it'll be the 25th @ night. Is there compensation or anything that can be done?","He needs to get to home the 24th, theyre telling him itll be the 25th night. Is there compensation or anything that can be done?",Negative,Reschedule,Flight Cancellation
“@united: @mllovelace The baggage fee is waived for Premier members. Please see http://t.co/u6Duw27mDE. ^JP” what's the point of membership?,The baggage fee is waived for Premier members. Please see JP whats the point of membership?,Negative,Change,Baggage Issues
@united wonderful bag claim people - finally have my bag. But why did I catch earlier flight? Original flight just landed. #wastedtime,wonderful bag claim people finally have my bag. But why did I catch earlier flight? Original flight just landed.,Positive,Change,Flight Change
@united Dmed you. Thank you,Dmed you. Thank you,Positive,Feedback,Feedback
@united thanks we'll be in touch!,thanks well be in touch!,Positive,Check-in,Feedback
@united Thanks to Karen Salisbury at IAH for amazing customer service!  Found my daughter's bag lost on UA1516.  Made her day!,Thanks to Karen Salisbury at IAH for amazing customer service! Found my daughters bag lost on UA1516. Made her day!,Positive,Support,Customer Service
"@united 3 days Late Flightr and my bag has not left IAD, United is not helping at all. Everyone tells me a different story","3 days Late Flightr and my bag has not left IAD, United is not helping at all. Everyone tells me a different story",Negative,Complaint,Flight Delay
"@united @RenoAirport hi, when do direct flights from Houston to Reno begin?  Don't see any days in March?","hi, when do direct flights from Houston to Reno begin? Dont see any days in March?",Negative,Inquiry,Suggestions
@united like continental's chicken feat fairs,like continentals chicken feat fairs,Positive,Change,Flight Amenities
@united can you assist with current flight status for flt# 1016 out of DFW tomorrow at 6:55am?,can you assist with current flight status for flt 1016 out of DFW tomorrow at 655am?,Positive,Information,Flight Status
@united I left my comment with customer care. Thanks for contacting me.,I left my comment with customer care. Thanks for contacting me.,Positive,Support,Customer Service
@United how do you lose a gate checked bag DEN to ORD? Direct flight. Ugh.,how do you lose a gate checked bag DEN to ORD? Direct flight. Ugh.,Negative,Change,Flight Change
"@united caught earlier flight to ORD. Gate checked bag, and you've lost it at O'Hare. original flight lands in 20minutes. #frustrating!","caught earlier flight to ORD. Gate checked bag, and youve lost it at OHare. original flight lands in 20minutes. !",Negative,Change,Baggage Issues
Yes!! Thanks so much!!! 💜“@united: @whitterbug We see you spoke with our Reservations team and they've reinstated the flight. Thanks. ^EY”,Yes!! Thanks so much!!! We see you spoke with our Reservations team and theyve reinstated the flight. Thanks. EY,Positive,Refund,Flight Status
"@united captain ""on behalf of the front office, welcome on board."".... Never heard that before. I laughed...hard.  #funnycaptain","captain on behalf of the front office, welcome on board..... Never heard that before. I laughed...hard.",Positive,Boarding,Feedback
@united Can you please follow for a Dm on a missing bag?,Can you please follow for a Dm on a missing bag?,Negative,Security,Lost and Found
"@united to be clear on my luggage comment, I am referencing the photo attached. Flight 6232 to JAC http://t.co/PnBajfkmHG","to be clear on my luggage comment, I am referencing the photo attached. Flight 6232 to JAC",Negative,Change,Baggage Issues
@united These are great fares!!!!!,These are great fares!!!!!,Positive,Discounts,Flight Discounts
@united i left an item on the plane and have been calling non stop and no one has been answering can you please help,i left an item on the plane and have been calling non stop and no one has been answering can you please help,Negative,Complaint,Customer Service
@united awesome I'll book my next Christmas vacatinn this December any other ways you want to devalue mileage plus.,awesome Ill book my next Christmas vacatinn this December any other ways you want to devalue mileage plus.,Positive,Booking,Suggestions
@united what's a good number to call to speak with someone about how you can fix what you did to 50 people and their luggage on Saturday?,whats a good number to call to speak with someone about how you can fix what you did to 50 people and their luggage on Saturday?,Negative,Information,Baggage Issues
@United THANK U! Secured room for the night Thx to VERY helpful customer service rep N. Dorns.. I thanked her.. Can u 2? #goodenoughmother,THANK U! Secured room for the night Thx to VERY helpful customer service rep N. Dorns.. I thanked her.. Can u 2?,Positive,Security,Customer Service
@united where's my damn bag??,wheres my damn bag??,Negative,Complaint,Baggage Issues
@united well someone should tell that to the employees at the Denver baggage claim. Still no bag!!!!,well someone should tell that to the employees at the Denver baggage claim. Still no bag!!!!,Negative,Information,Baggage Issues
@united Greetings. UA Club member here. Any idea if I can use the Air Canada Lounge at YVR. Flying UA tomorrow.,Greetings. UA Club member here. Any idea if I can use the Air Canada Lounge at YVR. Flying UA tomorrow.,Positive,Loyalty Programs,Flight Loyalty Programs
@united how is Mexico not international from the us?,how is Mexico not international from the us?,Negative,Inquiry,Suggestions
@united diverted and missed our connecting flight. Was just told that my bag is on it's way to MSY. If you only had people that cared,diverted and missed our connecting flight. Was just told that my bag is on its way to MSY. If you only had people that cared,Negative,Cancellation,Flight Change
@united Male agnt in LAS threatens Canadian cust when cust takes pic of him at gate after agents announce can't help rebook. #friendlyskies?,Male agnt in LAS threatens Canadian cust when cust takes pic of him at gate after agents announce cant help rebook. ?,Negative,Reschedule,Flight Change
@united @Apollochplayers we just want to go home tonight - why did you Cancelled Flight the last leg of our reserv. w/out our permission??! #PH6RPS,we just want to go home tonight why did you Cancelled Flight the last leg of our reserv. wout our permission??!,Negative,Cancellation,Flight Cancellation
@united  Stressed and rude agents. Overwhelmed by delyd flight LAS-DEN 1657. Yelling at several people. Not pretty. This is #friendlyskies??,Stressed and rude agents. Overwhelmed by delyd flight LASDEN 1657. Yelling at several people. Not pretty. This is ??,Negative,Complaint,Flight Delay
@united landed in Boston at 9 last night.  The 15 hours of traveling was rough tho.,landed in Boston at 9 last night. The 15 hours of traveling was rough tho.,Negative,Change,Flight Change
@united FAIL You Cancelled Flightled our flight frm GJT and then used our reserv home to IAH (from SEA) for reFlight Booking Problems w/out OUR PERMISSION!! #PH6RPS,FAIL You Cancelled Flightled our flight frm GJT and then used our reserv home to IAH from SEA for reFlight Booking Problems wout OUR PERMISSION!!,Negative,Cancellation,Flight Cancellation
Just sent thank u RT @united: @goodenufmother Please DM your confirmation number if reFlight Booking Problems is needed. Thank you. ^EY,Just sent thank u RT Please DM your confirmation number if reFlight Booking Problems is needed. Thank you. EY,Positive,Feedback,Feedback
@united has made my no fly list. Other airlines wait when connector Late Flight. Stuck in IAH.,has made my no fly list. Other airlines wait when connector Late Flight. Stuck in IAH.,Negative,Reschedule,Flight Delay
@United so what’s the deal? Do u provide voucher for overnight or am I cozy on the floor at #OHare ? #gross #HelpMePlease #AnyoneThere,so whats the deal? Do u provide voucher for overnight or am I cozy on the floor at ?,Negative,Inquiry,General Inquiry
"@united also, the mere fact that I have to go online to issue a statement vice calling and talking to some directly is one good example.","also, the mere fact that I have to go online to issue a statement vice calling and talking to some directly is one good example.",Positive,Information,Feedback
@united thank you. I flew into Newark from Vail/Eagle.,thank you. I flew into Newark from VailEagle.,Positive,Feedback,Flight Change
@united  i have a weekend of dealing with your company that would say otherwise.,i have a weekend of dealing with your company that would say otherwise.,Negative,Change,Feedback
@United now what?!? http://t.co/5hpSqVRjK8 flight was gone when I got off plane! #BusinessTravel #goodenoughmother,now what?!? flight was gone when I got off plane!,Negative,Change,Flight Cancellation
"@united the proper response: sorry for your wait, what flight # were you on so we can look into the issue. That's how @Delta would handle.","the proper response sorry for your wait, what flight were you on so we can look into the issue. Thats how would handle.",Neutral,Information,Flight Status
@united your customer service is terrible! Stood inline 3 hours no flights and 4 hours Late Flightr still no bag#disgutedindenver,your customer service is terrible! Stood inline 3 hours no flights and 4 hours Late Flightr still no bag,Negative,Cancellation,Customer Service
@united please upload the March on-demand entertainment listing on your website! ✈️,please upload the March ondemand entertainment listing on your website!,Positive,Change,Feedback
@united So you are inadequate by accident?,So you are inadequate by accident?,Negative,Complaint,Complaints
@united @reebok @rockinwellness @ Denver International Airport https://t.co/tKVmHBkeC3,Denver International Airport,Positive,Change,Flight Seating
@united Thank you for responding so quickly with a helpful tool! @dustyob,Thank you for responding so quickly with a helpful tool!,Positive,Information,Customer Service
@united boarding time shows 35 min and your gate agent started at 45. showed up at 4:00 and they had to check bag. http://t.co/zCBJyo6lsN,boarding time shows 35 min and your gate agent started at 45. showed up at 400 and they had to check bag.,Negative,Boarding,Baggage Issues
@united Agent in LAS letting 20 customers know they can't help them rebook delayed flight to DEN #unfriendlyskies http://t.co/QuzVmK2rTR,Agent in LAS letting 20 customers know they cant help them rebook delayed flight to DEN,Negative,Cancellation,Flight Cancellation
@united empathizes w/ my disappointment that 1stClass flight w/nonworking entertainmnt is worth $50. #UnFriendlySkies http://t.co/lOecO4gmvd,empathizes w my disappointment that 1stClass flight wnonworking entertainmnt is worth 50.,Negative,Complaint,Flight Seating
@united ...and when that doesn't work...,...and when that doesnt work...,Negative,Change,Feedback
"@united did you have seen my message today?? About a mcdonnell Douglas dc 10 model?? I will hear it if you read it, Goodnight now","did you have seen my message today?? About a mcdonnell Douglas dc 10 model?? I will hear it if you read it, Goodnight now",Negative,Information,Feedback
@united searched for mileage tickets to BOM couldn't find a single one is saver awards - I see how you play.  Earn miles but can't use them.,searched for mileage tickets to BOM couldnt find a single one is saver awards I see how you play. Earn miles but cant use them.,Negative,Boarding,Flight Boarding
"@united flight arrives 30 minutes early, but then have we to wait for an hour for our bags.","flight arrives 30 minutes early, but then have we to wait for an hour for our bags.",Negative,Complaint,Baggage Issues
